Price;Boat Type;Manufacturer;Condition ;Fuel ;Length;Width;Material;Country;City
EUR 16900;Motor Yacht;Jeanneau power boats;Used boat;;7.15;2.59;PVC;France; SAINT CYPRIEN
EUR 16900;Motor Yacht;Jeanneau power boats;Used boat;;7.15;2.59;PVC;France; SAINT CYPRIEN
EUR 16900;Sport Boat;Bénéteau power boats;Used boat;;5.47;2.34;PVC;Spain; Torrevieja
EUR 16900;Motor Yacht;Moonfleet power boats;Used boat;;4.8;1.6;;Latvia; Riga
EUR 16900;Trawler;GioMare power boats;Used boat;;5.7;2.8;GRP;Rovinij;
CHF 18260;Bowrider;Bella power boats;Display Model;;5.01;2.01;GRP;Switzerland; Vierwaldstättersee
EUR 16870;Sport Boat;Yamarin power boats;new boat from stock;;5.53;2.24;GRP;Germany; Nordrhein-Westfalen
CHF 18210;Center console boat;Saver power boats;new boat from stock;;5.83;2.03;GRP;Switzerland; Thunersee
CHF 18200;Fishing Boat;Lund Boats power boats;new boat from stock;;4.95;2.03;Aluminium;Switzerland; Lake Geneva
CHF 18200;Motor Yacht;Mariah power boats;Used boat;;6.5;2.5;Thermoplastic;Switzerland; Murtensee
EUR 17500;Classic,Launch;;Used boat;;6.85;2.3;Wood;Netherlands; In verkoophaven
EUR 17500;Deck Boat;Quicksilver power boats;Used boat;;6.22;2.47;PVC;France; CAP D'AGDE
EUR 17500;Motor Yacht;;Used boat;;10.0;3.2;Steel;Netherlands; Verkoophaven Molecaten Flevostrand
EUR 17500;Motor Yacht;;Used boat;;22.0;4.7;Steel;Netherlands; Omgeving Harlingen
EUR 17500;Pilothouse;Ocqueteau power boats;Used boat;;5.4;2.4;GRP;Portugal; Lisbon
EUR 17500;Classic;;Used boat;;5.0;2.1;Wood;Netherlands; reeuwijk
EUR 17500;Trawler;Pedro power boats;Used boat;;8.6;2.8;Steel;Netherlands; In verkoophaven
EUR 17490;Cabin Boat;Hanto power boats;Used boat;;7.0;2.0;GRP;Germany; Schwerin
EUR 17490;Cabin Boat;Winga power boats;Used boat;;7.5;2.75;GRP;Germany; Verkaufshafen Brandenburg-Plaue
CHF 18900;Fishing Boat;VBoats power boats;new boat from stock;;5.0;1.94;Aluminium;Switzerland; Bouveret
CHF 18900;Center console boat;Italmar power boats;Display Model;;5.7;2.2;GRP;Switzerland; Lake Constance
EUR 17500;Trawler;;Used boat;;8.5;3.25;Steel;Netherlands; In verkoophaven
CHF 18900;Sport Boat;Campion power boats;Used boat;;5.71;2.34;Plastic;Switzerland; Lago Maggiore
CHF 18900;Sport Boat;Sunbird power boats;Used boat;;6.5;2.45;Plastic;Switzerland; Lake Constance
CHF 19500;Water ski;Correct Craft power boats;Used boat;;5.9;2.32;GRP;Switzerland; Lake of Zurich
CHF 19500;Pilothouse;Pegazus power boats;new boat from stock;;5.4;2.54;GRP;Switzerland; Lake Constance
CHF 19500;Pontoon Boat;Ranieri International power boats;Used boat;;4.99;2.06;;Switzerland; Luganersee
EUR 18000;Deck Boat;;Used boat;;6.5;2.25;;Netherlands; Grou
EUR 18000;Sport Boat;Tullio Abbate power boats;Used boat;;7.5;2.3;;Italy; Lago
EUR 18000;Sport Boat;Tullio Abbate power boats;Used boat;;6.53;2.29;;Italy; Lago
EUR 18000;Motor Yacht;Sunseeker power boats;Used boat;;7.96;2.47;GRP;Portugal; Vilamoura
EUR 18000;Pilothouse;Quicksilver (Brunswick Marine) power boats;Used boat;;6.2;2.0;GRP;Italy; Lake Garda
EUR 18000;Cabin Boat;Saura power boats;Used boat;;7.35;2.72;GRP;Spain; Mallorca
EUR 18000;Sport Boat;Yamarin power boats;Used boat;;6.21;2.48;PVC;Spain; Dénia
EUR 18000;Sport Boat;Nidelv power boats;Used boat;;6.1;2.3;;Portugal; Vilamoura Algarve
EUR 18000;Flybridge;Bayliner power boats;Used boat;;8.0;2.94;GRP;Italy; Toscana
EUR 18000;Bowrider;Ebbtide power boats;Used boat;;5.59;2.29;PVC;Spain; Cabo de Palos
EUR 18000;Sport Boat;;Used boat;;7.06;2.36;GRP;Italy; Toscana
EUR 18000;Pilothouse;;Used boat;;8.8;3.5;GRP;Italy; Toscana
EUR 18800;Bowrider;Bayliner power boats;Used boat;;7.26;2.4;;France; Ajaccio
EUR 18800;Sport Boat;Drago Boats power boats;Used boat;;5.33;2.25;PVC;France; Chalon-sur-Saône
EUR 18750;Center console boat;Clear power boats;new boat from stock;;6.15;2.27;GRP;Germany; Lake Constance
EUR 18700;Center console boat;;Used boat;;6.0;2.0;GRP;Germany; ROSTOCK
EUR 18700;Sport Boat;Nor-Dan power boats;Used boat;;6.5;2.4;GRP;Germany; Baden-Württemberg
EUR 18690;Center console boat;Invictus power boats;new boat from stock;;6.1;2.4;GRP;Switzerland; Lake Geneva
CHF 20000;Cabin Boat;Donzi power boats;Used boat;;7.62;2.59;GRP;Switzerland; Lago Maggiore
CHF 19990;Sport Boat;Sea-Doo power boats;Used boat;;4.67;2.16;GRP;Switzerland; Lake of Zurich
CHF 19990;Cabin Boat;Chris Craft power boats;Used boat;;7.22;2.57;GRP;Switzerland; Lake Geneva
EUR 18620;Pilothouse;Bénéteau power boats;new boat from stock;;5.52;2.43;;Italy;
EUR 18600;Pilothouse;;Used boat;;7.0;2.6;GRP;Croatia (Hrvatska); Silo
CHF 20100;Fishing Boat;Smartliner power boats;new boat from stock;;6.4;2.25;GRP;Switzerland; Lake Geneva
CHF 19900;Runabout;Safter Marine power boats;new boat from stock;;5.0;1.9;GRP;Switzerland; Zugersee
CHF 19900;Sport Boat;Sea Ray power boats;Used boat;;6.14;2.34;Plastic;Switzerland; Murtensee
DKK 137800;Center console boat;Yamarin power boats;new boat from stock;;4.0;2.0;;Denmark; Svendborg
EUR 18515;Sport Boat;Yamarin power boats;new boat from stock;;4.86;1.96;Aluminium;Germany; Nordrhein-Westfalen
EUR 19500;Trawler;Beachcraft power boats;Used boat;;8.2;3.1;Steel;Netherlands; In verkoophaven
EUR 19500;Cabin Boat;Waterland power boats;Used boat;;8.2;3.1;GRP;Netherlands; In verkoophaven
EUR 19500;Cabin Boat;KOK power boats;Used boat;;6.1;2.25;Steel;Netherlands; In verkoophaven
EUR 19500;Motor Yacht;Mazury power boats;Used boat;;5.0;2.27;GRP;Germany;
EUR 19500;Cabin Boat;Sea Ray power boats;Used boat;;8.95;2.59;GRP;Steinwiesen;
EUR 19490;Cabin Boat;Bayliner power boats;Unleaded;;5.89;2.37;GRP;Germany; Mölln
CHF 21000;Pontoon Boat;Calcagno power boats;Used boat;;5.95;2.27;GRP;Switzerland; Luganersee
CHF 21000;Cabin Boat;Bayliner power boats;Used boat;;6.1;2.24;GRP;Switzerland; Bouveret
CHF 20950;Motor Yacht;Pacific Craft power boats;new boat from stock;;4.99;1.97;GRP;Switzerland; Lake Geneva
EUR 19301;Cabin Boat;Drago Boats power boats;new boat from stock;;5.5;2.02;GRP;Germany; CUXHAVEN
EUR 19300;Center console boat;Ranieri International power boats;new boat from stock;;5.1;2.1;GRP;Germany; Baden-Württemberg
CHF 20800;Pontoon Boat;Mändli power boats;new boat from stock;;9.0;1.7;Wood;Switzerland; Beringen
EUR 19900;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.12;2.44;GRP;Italy; Friuli Venezia Giulia
EUR 19900;Sport Boat;Galia power boats;new boat from stock;;4.78;1.95;GRP;Germany; Boote Pfister / Schwebheim
EUR 19900;Flybridge;;Used boat;;9.0;3.0;GRP;Germany; LAMPERHEIM
EUR 19900;Motor Yacht;Cytra power boats;Used boat;;9.0;3.2;GRP;Germany; Lake Constance
EUR 19900;Motor Yacht;Crownline power boats;Used boat;;7.5;2.59;GRP;Netherlands; Lemmer
EUR 19900;Bowrider;Chris Craft power boats;Used boat;;7.83;2.58;PVC;France; Chalon-sur-Saône
EUR 19900;Sport Boat;Bayliner power boats;Used boat;;6.16;2.29;GRP;Germany; Lake Constance
EUR 19900;Classic;Solcio power boats;Used boat;;5.6;2.25;;Germany; Bayern
EUR 19900;Sport Boat;Buster power boats;Used boat;;4.95;1.97;Aluminium;Germany; Bayern
EUR 19900;Pilothouse;Ala Blu power boats;Used boat;;5.97;2.45;;Italy; Toscana
EUR 19900;Sport Boat;Kelt power boats;Used boat;;6.97;2.44;PVC;France;
EUR 19900;Deck Boat;Jeanneau power boats;Used boat;;6.23;2.3;PVC;France;
EUR 19900;Cabin Boat;Fjord power boats;Used boat;;8.15;2.9;GRP;Germany; Flensburger Förde
EUR 19900;Sport Boat;Boesch power boats;Used boat;;5.1;2.02;Wood;Germany; Baden-Württemberg
EUR 19900;Cabin Boat;Smartliner power boats;Used boat;;5.7;2.25;GRP;Germany; Niedersachsen
EUR 19900;Motor Yacht;Doerak Sneek power boats;Used boat;;8.5;3.1;Steel;Belgium; Gent 
EUR 20499;Pilothouse;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.75;2.54;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 20490;Sport Boat;Sting power boats;new boat from stock;;6.08;2.37;GRP;Germany; Nordrhein-Westfalen
CHF 22110;Center console boat;Sting power boats;new boat from stock;;5.3;2.15;GRP;Switzerland; Vierwaldstättersee
CHF 22000;Sport Boat;Scand power boats;Used boat;;8.5;3.0;GRP;Switzerland; Bielersee
CHF 22000;Pontoon Boat;Airon Marine power boats;Used boat;;7.63;2.5;GRP;Switzerland; Luganersee
CHF 22000;Bowrider;Cranchi power boats;Used boat;;7.6;2.47;GRP;Switzerland; Luganersee
CHF 22000;Cabin Boat;Saga power boats;Used boat;;8.12;2.75;GRP;Switzerland; Bielersee
CHF 22000;Hardtop;Finnmaster power boats;Used boat;;6.01;2.3;GRP;Switzerland; Rhein
CHF 22000;Sport Boat;Draco power boats;Used boat;;6.77;2.28;GRP;Switzerland; Bielersee
CHF 22000;Pilothouse;Sessa power boats;Used boat;;6.5;2.43;GRP;Switzerland; Vierwaldstättersee
CHF 21990;Sport Boat;Buster power boats;new boat from stock;;5.13;1.99;Aluminium;Switzerland; Schweiz
CHF 21740;Center console boat;DarekCo power boats;new boat from stock;;5.5;2.15;GRP;Switzerland; Lake Constance
CHF 21900;Trawler;;Used boat;;7.8;2.6;Steel;Switzerland; Lake of Zurich
CHF 21900;Fishing Boat;Füllemann power boats;new boat on order;;6.03;1.9;GRP;Switzerland; Lake Constance
CHF 21900;Fishing Boat;Füllemann power boats;new boat on order;;6.03;1.9;GRP;Switzerland; Lake Constance
EUR 21396;Pilothouse;Jeanneau power boats;new boat on order;;5.64;2.45;GRP;Germany; Bönningstedt / Werft
EUR 21396;Pilothouse;Jeanneau power boats;new boat from stock;;5.64;2.45;GRP;Germany;1
EUR 21300;Center console boat;BMA power boats;new boat from stock;;6.89;2.5;;Italy;
CHF 23000;Pilothouse;Atlantic Marine power boats;new boat from stock;;6.6;2.47;GRP;Switzerland; Walensee
CHF 23000;Cabin Boat;Sea Ray power boats;Used boat;;7.0;2.43;GRP;Switzerland; Lake Geneva
CHF 23000;Sport Boat;Galia power boats;Used boat;;4.75;1.9;GRP;Switzerland; Vierwaldstättersee
CHF 22900;Sport Boat;Capelli power boats;Used boat;;5.01;2.28;Hypalon;Switzerland; Bouveret
CHF 22900;Sport Boat;Rio Iberica power boats;Used boat;;5.5;2.05;GRP;Switzerland; Vierwaldstättersee
EUR 21090;Sport Boat;Yamarin power boats;new boat from stock;;5.67;2.25;GRP;Germany; auf Anfrage
EUR 21000;Sport Boat;Intermare power boats;Used boat;;6.45;2.4;GRP;Italy; Toscana
EUR 21000;Bowrider;Cobalt power boats;Used boat;;6.35;2.54;GRP;Italy; Lombardy
EUR 21000;Cabin Boat;Monterey power boats;Used boat;;8.0;2.59;GRP;Italy; Lombardia - Trentino Alto Adige
EUR 21000;Sport Boat;Azimut power boats;Used boat;;9.23;3.18;PVC;France; La Seyne-sur-Mer
EUR 21000;Center console boat;Quicksilver power boats;new boat from stock;;5.03;2.12;;France; granville
EUR 21000;Cabin Boat;Kelt power boats;Used boat;;8.8;2.98;GRP;Netherlands; In verkoophaven
EUR 21000;Motor Yacht;Arkos power boats;Used boat;;6.47;2.49;;Malta; malta
EUR 22000;Pilothouse;;Used boat;;6.4;2.53;PVC;France; PORNICHET
EUR 22000;Pilothouse;;Used boat;;6.4;2.53;PVC;France; PORNICHET
EUR 22000;Pilothouse;Ocqueteau power boats;Used boat;;7.4;2.72;;France; GRANVILLE
EUR 22000;Water ski;Correct Craft power boats;Used boat;;6.0;2.33;GRP;Germany; HANN. MÜNDEN
EUR 22000;Center console boat;Bénéteau power boats;Used boat;;7.5;2.75;;France; CAPBRETON
EUR 22000;Flybridge;Riva power boats;Used boat;;10.45;3.43;GRP;Italy; Liguria
EUR 22000;Motor Yacht;Cytra power boats;Used boat;;9.5;3.2;GRP;Germany; Schwerin
EUR 22000;Center console boat;Crownline power boats;Used boat;;7.5;2.59;GRP;Italy; Toscana
EUR 22000;Sport Boat;Ilver power boats;Used boat;;7.0;2.48;GRP;Italy; Lombardia
EUR 22000;Classic,Runabout;;Used boat;;5.2;1.8;Wood;Austria; REIFNITZ AM WÖRTHERSEE
EUR 22000;Sport Boat;Four Winns power boats;Used boat;;6.65;2.54;;France;
EUR 22000;Motor Yacht;Tullio Abbate power boats;Unleaded;;10.8;2.5;GRP;Germany; Konstanz
EUR 22000;Pilothouse;Bénéteau power boats;Used boat;;6.83;2.55;;France; SAINT-MALO
EUR 21999;Cabin Boat;Quicksilver power boats;new boat from stock;;5.02;2.12;GRP;Germany; MUENCHEN
EUR 21990;Trawler;;Diesel;;10.0;3.0;Steel;Germany; Verkaufshafen Brandenburg-Plaue
EUR 22880;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.47;2.29;GRP;Germany; Niedersachsen
EUR 22850;Deck Boat;Ranieri International power boats;new boat from stock;;5.65;2.2;GRP;Germany; MÜhlhausen - Ehingen
DKK 169800;Sport Boat;Pioner power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
EUR 22800;Deck Boat;Yamarin power boats;new boat from stock;;5.28;2.09;Aluminium;Germany; Nordrhein-Westfalen
EUR 22772;Pontoon Boat;Sunchaser power boats;new boat from stock;;5.18;2.29;Aluminium;Portugal; Parchal
EUR 22770;Deck Boat;Quicksilver power boats;new boat from stock;;6.74;2.55;GRP;Germany;1
EUR 22765;Pilothouse;Jeanneau power boats;new boat on order;;5.79;2.46;GRP;Germany; Bönningstedt
EUR 22764;Pilothouse;Jeanneau power boats;new boat from stock;;5.79;2.46;GRP;Germany;1
DKK 169000;Sport Boat;Campion power boats;Used boat;;5.0;2.0;;Denmark; Svendborg
EUR 22700;Center console boat;Bénéteau power boats;Used boat;;7.15;2.51;PVC;France; PORT OLONA
EUR 22680;Motor Yacht;Master power boats;new boat on order;;5.42;2.32;GRP;France;
CHF 24500;Offshore Boat;Baja power boats;Used boat;;7.28;2.54;GRP;Switzerland; Lake Geneva
CHF 24500;Classic;Chris Craft power boats;Used boat;;9.3;3.4;GRP;Switzerland; Rhein
CHF 24500;Cabin Boat,Sport Boat,Wakeboard/Wakesurf;Galeon power boats;Used boat;;6.19;2.48;GRP;Switzerland; Neuenburgersee
EUR 22520;Deck Boat;Yamarin power boats;new boat from stock;;6.25;2.3;GRP;Germany; auf Anfrage
EUR 23640;Bowrider;Nordkapp power boats;new boat from stock;;6.06;2.2;GRP;Germany; Grevenbroich
CHF 25500;Sport Boat;Regal power boats;Used boat;;5.78;2.5;GRP;Switzerland; Lake of Zurich
EUR 23530;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;4.54;1.85;GRP;Germany; Baden-Württemberg
EUR 23500;Center console boat;;Used boat;;7.05;2.55;;Italy; Sardegna
EUR 23500;Trawler;Cascaruda power boats;Diesel;;9.3;3.0;Steel;Germany; Potsdam
CHF 25000;Pilothouse;Nidelv power boats;Used boat;;8.66;3.04;GRP;Switzerland; Neuenburgersee
CHF 25000;Sport Boat;Windy power boats;Used boat;;7.85;2.54;GRP;Switzerland; Altendorf
CHF 25000;Sport Boat;Wellcraft power boats;Used boat;;8.35;2.5;GRP;Switzerland; Lake of Zurich
CHF 25000;Classic;Schneiter power boats;Used boat;;6.0;1.9;Wood;Switzerland; Thunersee
CHF 25000;Fishing Boat;The Captains power boats;new boat on order;;6.6;1.85;GRP;Switzerland; Lake Constance
EUR 23290;Deck Boat;AMT power boats;new boat from stock;;5.6;2.25;GRP;Germany; auf Anfrage
CHF 24900;Offshore Boat;Bruno Abbate power boats;Used boat;;9.25;2.65;GRP;Switzerland; Murtensee
CHF 25000;Sport Boat;Larson power boats;Used boat;;6.37;2.6;;Switzerland; Vésenaz
CHF 26000;Sport Boat;Draco power boats;Used boat;;5.8;2.2;GRP;Switzerland; Lake Constance
CHF 25990;Sport Boat;Faeton power boats;Used boat;;7.3;2.75;GRP;Switzerland; Lago Maggiore
EUR 24170;Sport Boat;Yamarin power boats;new boat from stock;;5.73;2.2;;Germany; Nordrhein-Westfalen
DKK 179000;Sport Boat;;new boat from stock;;5.25;1.98;;Denmark; Vores udstilling
DKK 179000;Launch;Crescent power boats;new boat from stock;;6.0;2.0;;Denmark; Svendborg
CHF 26000;Cabin Boat;Nidelv power boats;Used boat;;7.5;2.5;GRP;Switzerland; Neuenburgersee
CHF 26000;Sport Boat;Windy power boats;Used boat;;7.55;2.51;GRP;Switzerland; Luganersee
CHF 25950;Fishing Boat;ERC power boats;new boat from stock;;5.3;2.0;GRP;Switzerland; Lago Maggiore
EUR 24000;Deck Boat;Bénéteau power boats;Used boat;;7.2;2.53;PVC;France; PORNICHET
EUR 24000;Motor Yacht;Marex power boats;Used boat;;7.68;2.78;GRP;Germany; INFO DD-YACHTING ?-STERREICH
EUR 24000;Pilothouse;Faeton power boats;Used boat;;7.49;2.8;;Italy; Veneto
EUR 24000;Pilothouse;Jeanneau power boats;Used boat;;7.5;2.9;PVC;France;
EUR 24000;Pilothouse;Bayliner power boats;Used boat;;7.26;2.59;PVC;France; COGOLIN
EUR 24000;Pilothouse;Kelt power boats;Used boat;;6.94;2.35;;France; CHERBOURG-OCTEVILLE
EUR 24000;Classic,Pontoon Boat;Piantoni power boats;Used boat;;5.65;2.05;Wood;Italy; Lago Maggiore
EUR 24000;Pontoon Boat;Sciallino power boats;Used boat;;7.5;2.45;GRP;Italy; Lazio
EUR 24900;Classic,Motor Yacht;Storebro power boats;Used boat;;7.25;2.25;Wood;Germany; Werder (Havel)
EUR 24900;Motor Yacht;IMP Boats power boats;Used boat;;8.0;2.5;GRP;Germany; Koblenz Nähe 
EUR 24900;Classic,Runabout;;Used boat;;7.6;2.6;Wood;Netherlands; Grou
EUR 24900;Sport Boat;Viko power boats;Used boat;;6.1;2.5;GRP;Germany; Hamburg
EUR 24900;Pontoon Boat;Cantieri Nautici Ferrario power boats;new boat from stock;;6.5;2.4;GRP;Italy; Dormelletto 
EUR 24900;Pontoon Boat;Ranieri International power boats;new boat from stock;;6.05;2.42;GRP;Italy; Dormelletto 
EUR 24900;Cabin Boat;Formula power boats;Used boat;;8.61;2.9;GRP;Spain; Mallorca
EUR 24900;Water ski;Correct Craft power boats;Used boat;;5.0;2.0;GRP;Germany; Baden-Württemberg
EUR 24900;Motor Yacht;Bella power boats;Used boat;;6.5;2.42;GRP;Croatia (Hrvatska); In verkoophaven
EUR 24900;Cabin Boat;;Diesel;;9.5;3.2;Steel;Germany; 67059 Ludwigshafen
EUR 24900;Motor Yacht,Sport Boat,Trawler;Sea Ray power boats;Used boat;;8.9;2.9;GRP;Italy; Toscana
EUR 24900;Cabin Boat;;Used boat;;6.0;1.9;Wood;Germany; MUENCHEN
EUR 24900;Sport Boat;Faeton power boats;Used boat;;7.39;2.66;GRP;Germany; LAMPERTHEIM
EUR 24900;Pilothouse;Bénéteau power boats;Used boat;;7.07;2.78;PVC;France; Pornic
EUR 24900;Pontoon Boat;Ranieri International power boats;new boat from stock;;6.05;2.42;GRP;Switzerland; Locarno 
EUR 24900;Sport Boat;Bayliner power boats;Used boat;;8.44;2.57;;Germany; DE
EUR 25000;Sport Boat;Gobbi power boats;Used boat;;7.5;2.5;GRP;Italy; Mar Tirreno
EUR 25000;Pilothouse;Jeanneau power boats;Used boat;;6.66;2.64;PVC;France; LA FORET FOUESNANT
EUR 25000;Bowrider;Glastron power boats;Used boat;;6.0;2.0;PVC;Portugal; Parchal
EUR 25000;Sport Boat;;Used boat;;7.8;2.59;GRP;Croatia (Hrvatska);
EUR 25000;Flybridge;Dellapasqua power boats;Used boat;;8.22;2.99;GRP;Italy; Lazio
EUR 25000;Sport Boat;Colombo power boats;Used boat;;6.4;2.2;GRP;Italy; Lombardy
EUR 25000;Sport Boat;Saver power boats;Used boat;;7.45;2.64;GRP;Italy; Toscana
EUR 25000;Sport Boat;Bayliner power boats;Used boat;;9.81;3.41;GRP;Slovenia;
EUR 25000;Sport Boat;;Used boat;;7.5;2.5;GRP;Italy; Campania
EUR 25000;Launch;;Used boat;;6.7;2.3;Aluminium;Netherlands; Heeg
EUR 25000;Motor Yacht;Williams power boats;Used boat;;2.85;2.5;;Greece; Griechenland
EUR 25000;Pontoon Boat;;new boat from stock;;6.5;3.0;Steel;Germany; 15754 Heidesee
EUR 25000;Cabin Boat;Scand power boats;Used boat;;7.62;2.8;GRP;Netherlands; onbekend
EUR 25000;Sport Boat;Sea Ray power boats;Used boat;;7.65;2.5;GRP;Italy; Liguria
EUR 25000;Launch;Campion power boats;Used boat;;7.38;2.62;GRP;Spain; Alicante
EUR 25000;Flybridge;Raffaelli power boats;Used boat;;10.6;3.6;GRP;Italy; Mar Ligure
CHF 28000;Wakeboard/Wakesurf;Malibu power boats;Used boat;;6.1;2.28;GRP;Switzerland; Lake Geneva
CHF 28000;Cabin Boat,Motor Yacht;Sea Ray power boats;Used boat;;8.05;2.59;Plastic;Switzerland; Lake of Zurich
EUR 25900;Sport Boat;Marinello power boats;new boat from stock;;5.3;2.3;;Germany; Hock Boote
EUR 25900;Sport Boat;Bénéteau power boats;new boat from stock;;6.43;2.5;;Germany; Gersthofen
EUR 25900;Cabin Boat;Sea Ray power boats;Used boat;;8.05;2.59;GRP;Germany; Nordrhein-Westfalen
EUR 25900;Working Boat;;new boat from stock;;7.49;2.43;Aluminium;Germany; Mecklenburg-Vorpommern
EUR 25900;Fishing Boat;Trophy power boats;Used boat;;7.14;2.57;GRP;Slovenia; Ljubljana
EUR 25900;Sport Boat;Bayliner power boats;Used boat;;4.89;2.22;;France; DIENVILLE
EUR 25900;Center console boat;Bayliner power boats;new boat from stock;;6.0;2.0;PVC;France; Rixheim
EUR 25900;Motor Yacht;Fairline power boats;Used boat;;9.9;9.9;GRP;Germany; ?-STERREICH INFO DD-YACHTING
EUR 25900;Sport Boat;Sunseeker power boats;Used boat;;8.26;2.57;GRP;Germany; Baden-Württemberg
EUR 25900;Sport Boat;Regal power boats;Used boat;;6.7;2.5;PVC;France; CAP D'AGDE
EUR 25900;Motor Yacht;;Unleaded;;10.3;3.25;GRP;Germany; Templin
EUR 25900;Motor Yacht;Draco power boats;Used boat;;6.77;2.28;GRP;Germany; Flensburger Förde
EUR 25900;Sport Boat;Sunseeker power boats;Used boat;;8.26;2.57;;Germany; DE
EUR 25900;Cabin Boat;Chaparral power boats;Used boat;;7.6;2.59;GRP;Germany; Bayern
EUR 26800;Pontoon Boat;Saver power boats;new boat from stock;;6.6;2.45;GRP;Italy; Friuli Venezia Giulia
DKK 199000;Sport Boat;Aquador power boats;Used boat;;6.82;2.68;;Denmark; Vores udstilling
CHF 28900;Pilothouse;Drago Boats power boats;new boat from stock;;5.1;2.13;GRP;Switzerland; Bouveret
CHF 28900;Center console boat;Morningstar power boats;new boat from stock;;4.98;2.0;Aluminium;Switzerland; Vierwaldstättersee
CHF 28900;Water ski;Nautique power boats;Used boat;;2.32;5.6;GRP;Switzerland; Vierwaldstättersee
CHF 28900;Center console boat;Morningstar power boats;new boat from stock;;5.0;2.0;Aluminium;Switzerland; Vierwaldstättersee
CHF 28900;Cabin Boat;Galaxy power boats;Used boat;;8.1;2.45;GRP;Switzerland; Lake Constance
EUR 26700;Pontoon Boat;Ranieri International power boats;new boat from stock;;6.5;2.4;GRP;Italy; Dormelletto 
EUR 26700;Pilothouse;Bénéteau power boats;new boat from stock;;6.48;2.53;;Italy;
EUR 26700;Pontoon Boat;Ranieri International power boats;new boat from stock;;6.5;2.4;GRP;Switzerland; Zurigo 
EUR 26620;Deck Boat;Sessa power boats;new boat from stock;;6.1;2.33;GRP;Italy; Toscana
CHF 28500;Bowrider;Clear power boats;Used boat;;6.15;2.2;GRP;Switzerland; Uznach 
